(('3', '3', '3'), 24381)
(('6', '196', '196'), 12)
(('196', '196', '38'), 12)
(('45', '64', '183'), 12)
(('5', '5', '125'), 12)
(('7', '3', '6'), 12)
(('5', '196', '195'), 12)
(('168', '240', '4'), 12)
(('5', '195', '192'), 12)
(('91', '6', '54'), 12)
(('265', '102', '3'), 12)
(('6', '33', '125'), 12)
(('195', '192', '125'), 12)
(('196', '6', '91'), 12)
(('197', '221', '6'), 12)
(('197', '221', '78'), 12)
(('174', '5', '221'), 12)
(('6', '142', '6'), 12)
(('146', '265', '168'), 12)
(('91', '6', '201'), 12)
(('168', '196', '33'), 12)
(('256', '265', '3'), 12)
(('5', '4', '265'), 12)
(('197', '192', '78'), 12)
(('125', '125', '168'), 12)
(('6', '3', '142'), 12)
(('120', '168', '240'), 12)
(('5', '45', '91'), 12)
(('102', '265', '78'), 12)
(('45', '168', '168'), 12)
(('3', '120', '7'), 12)
(('91', '192', '3'), 12)
(('120', '120', '6'), 12)
(('3', '195', '192'), 12)
(('3', '195', '197'), 12)
(('5', '207', '94'), 12)
(('3', '221', '6'), 12)
(('195', '195', '125'), 12)
(('196', '5', '195'), 12)
(('63', '221', '221'), 12)
(('6', '192', '3'), 12)
(('91', '174', '33'), 12)
(('4', '168', '240'), 12)
(('78', '102', '4'), 12)
(('195', '125', '3'), 12)
(('5', '6', '45'), 12)
(('4', '168', '221'), 12)
(('6', '6', '42'), 12)
(('78', '78', '196'), 12)
(('5', '38', '5'), 12)
(('125', '45', '195'), 12)
(('140', '197', '63'), 12)
(('4', '4', '78'), 12)
(('4', '45', '4'), 12)
(('240', '78', '5'), 12)
(('168', '146', '265'), 12)
(('4', '6', '265'), 12)
(('6', '45', '54'), 12)
(('3', '5', '4'), 12)
(('180', '192', '180'), 12)
(('7', '175', '3'), 12)
(('78', '196', '195'), 12)
(('6', '3', '7'), 12)
(('240', '5', '221'), 12)
(('40', '195', '195'), 12)
(('78', '4', '33'), 12)
(('6', '175', '7'), 12)
(('91', '91', '6'), 12)
(('114', '114', '120'), 12)
(('54', '195', '195'), 12)
(('221', '221', '174'), 12)
(('5', '4', '120'), 12)
(('10', '38', '10'), 12)
(('3', '120', '175'), 12)
(('3', '6', '240'), 12)
(('240', '6', '10'), 12)
(('240', '221', '265'), 12)
(('5', '45', '6'), 12)
(('78', '4', '91'), 12)
(('4', '142', '4'), 12)
(('240', '33', '33'), 12)
(('114', '114', '114'), 12)
(('3', '33', '6'), 12)
(('91', '6', '199'), 12)
(('5', '221', '175'), 12)
(('221', '42', '54'), 12)
(('3', '195', '120'), 12)
(('195', '196', '10'), 12)
(('102', '6', '4'), 12)
(('221', '45', '141'), 12)
(('199', '5', '140'), 12)
(('196', '195', '3'), 12)
(('91', '201', '195'), 12)
(('125', '102', '102'), 12)
(('3', '6', '125'), 12)
(('265', '3', '255'), 12)
(('125', '125', '6'), 11)
(('174', '175', '45'), 11)
(('125', '125', '174'), 11)
(('255', '255', '5'), 11)
(('3', '3', '10'), 11)
(('5', '4', '195'), 11)
(('140', '4', '269'), 11)
(('3', '6', '265'), 11)
(('6', '91', '229'), 11)
(('6', '3', '192'), 11)
(('78', '195', '4'), 11)
(('45', '175', '221'), 11)
(('168', '168', '78'), 11)
(('125', '125', '3'), 11)
(('195', '120', '3'), 11)
(('221', '220', '221'), 11)
(('3', '3', '122'), 11)
(('221', '5', '5'), 11)
(('125', '195', '195'), 11)
(('168', '168', '6'), 11)
(('195', '240', '5'), 11)
(('192', '5', '91'), 11)
(('240', '118', '38'), 11)
(('60', '5', '60'), 11)
(('255', '5', '3'), 11)
(('6', '142', '142'), 11)
(('221', '240', '265'), 11)
(('265', '13', '195'), 11)
(('4', '78', '168'), 11)
(('6', '220', '220'), 11)
(('91', '192', '45'), 11)
(('91', '85', '5'), 11)
(('140', '5', '54'), 11)
(('6', '6', '7'), 11)
(('220', '6', '197'), 11)
(('119', '3', '6'), 11)
(('195', '4', '146'), 11)
(('240', '3', '4'), 11)
(('118', '6', '78'), 11)
(('195', '331', '120'), 11)
(('221', '197', '140'), 11)
(('10', '196', '91'), 11)
(('45', '45', '54'), 11)
(('168', '221', '168'), 11)
(('78', '196', '196'), 11)
(('3', '142', '7'), 11)
(('6', '13', '30'), 11)
(('42', '168', '102'), 11)
(('148', '140', '4'), 11)
(('6', '10', '196'), 11)
(('125', '91', '195'), 11)
(('3', '7', '6'), 11)
(('221', '93', '19'), 11)
(('6', '4', '5'), 11)
(('125', '168', '146'), 11)
(('309', '309', '3'), 11)
(('3', '221', '195'), 11)
(('7', '119', '3'), 11)
(('140', '3', '125'), 11)
(('221', '195', '175'), 11)
(('38', '4', '78'), 11)
(('6', '3', '197'), 11)
(('7', '7', '3'), 11)
(('54', '3', '195'), 11)
(('4', '265', '13'), 11)
(('33', '33', '196'), 11)
(('174', '195', '3'), 11)
(('197', '4', '4'), 11)
(('6', '78', '196'), 11)
(('3', '7', '120'), 11)
(('174', '168', '102'), 11)
(('192', '91', '195'), 11)
(('78', '168', '168'), 11)
(('221', '4', '142'), 11)
(('221', '175', '195'), 11)
(('19', '221', '221'), 11)
(('196', '40', '196'), 11)
(('221', '6', '195'), 11)
(('91', '122', '4'), 11)
(('3', '6', '221'), 11)
(('3', '140', '78'), 11)
(('220', '5', '6'), 11)
(('269', '196', '6'), 11)
(('221', '195', '195'), 11)
(('174', '175', '4'), 11)
(('3', '120', '120'), 11)
(('3', '221', '5'), 11)
(('174', '175', '195'), 11)
(('197', '91', '5'), 11)
(('102', '5', '5'), 11)
(('120', '7', '3'), 11)
(('240', '311', '78'), 11)
(('3', '45', '175'), 11)
(('168', '3', '78'), 11)
(('120', '120', '3'), 11)
(('174', '3', '42'), 11)
(('118', '6', '192'), 11)
(('5', '4', '3'), 11)
(('6', '7', '195'), 11)
(('93', '19', '221'), 11)
(('63', '63', '63'), 11)
(('78', '221', '221'), 11)
(('196', '196', '40'), 11)
(('91', '91', '197'), 11)
(('141', '196', '195'), 11)
(('196', '40', '195'), 11)
(('220', '4', '4'), 11)
(('6', '54', '195'), 11)
(('221', '221', '5'), 11)
(('33', '78', '5'), 11)
(('5', '221', '93'), 11)
(('240', '140', '140'), 11)
(('4', '269', '196'), 11)
(('78', '265', '78'), 11)
(('195', '196', '240'), 11)
(('6', '4', '78'), 11)
(('192', '6', '197'), 11)
(('78', '240', '4'), 11)
(('202', '5', '197'), 11)
(('54', '175', '54'), 10)
(('120', '114', '3'), 10)
(('192', '140', '197'), 10)
(('78', '78', '6'), 10)
(('240', '180', '240'), 10)
(('102', '78', '4'), 10)
(('125', '125', '54'), 10)
(('6', '120', '120'), 10)
(('174', '195', '5'), 10)
(('102', '240', '78'), 10)
(('102', '174', '168'), 10)
(('125', '5', '3'), 10)
(('78', '168', '4'), 10)
(('221', '168', '146'), 10)
(('57', '175', '175'), 10)
(('195', '125', '195'), 10)
(('13', '5', '221'), 10)
(('120', '195', '120'), 10)
(('33', '175', '175'), 10)
(('91', '3', '4'), 10)
(('195', '221', '221'), 10)
(('125', '125', '240'), 10)
(('33', '33', '197'), 10)
(('221', '45', '45'), 10)
(('192', '6', '54'), 10)
(('192', '125', '120'), 10)
(('197', '5', '192'), 10)
(('221', '175', '175'), 10)
(('240', '331', '265'), 10)
(('195', '195', '85'), 10)
(('4', '4', '120'), 10)
(('168', '45', '168'), 10)
(('3', '192', '125'), 10)
(('140', '5', '197'), 10)
(('142', '3', '6'), 10)
(('91', '197', '5'), 10)
(('195', '45', '175'), 10)
(('5', '197', '54'), 10)
(('94', '6', '78'), 10)
(('3', '140', '45'), 10)
(('54', '265', '265'), 10)
(('125', '268', '5'), 10)
(('301', '301', '6'), 10)
(('168', '168', '122'), 10)
(('168', '168', '196'), 10)
(('45', '33', '5'), 10)
(('91', '195', '196'), 10)
(('265', '168', '33'), 10)
(('3', '175', '45'), 10)
(('6', '265', '168'), 10)
(('6', '197', '197'), 10)
(('140', '3', '192'), 10)
(('265', '265', '331'), 10)
(('192', '3', '33'), 10)
(('140', '195', '125'), 10)
(('220', '6', '4'), 10)
(('174', '5', '197'), 10)
(('33', '33', '45'), 10)
(('3', '4', '195'), 10)
(('125', '146', '168'), 10)
(('45', '45', '120'), 10)
(('5', '63', '63'), 10)
(('4', '19', '19'), 10)
(('197', '91', '6'), 10)
(('220', '220', '195'), 10)
(('174', '6', '33'), 10)
(('91', '229', '195'), 10)
(('140', '78', '78'), 10)
(('168', '4', '6'), 10)
(('85', '5', '197'), 10)
(('197', '174', '45'), 10)
(('175', '5', '6'), 10)
(('42', '120', '57'), 10)
(('4', '174', '174'), 10)
(('220', '301', '301'), 10)
(('91', '6', '39'), 10)
(('33', '6', '91'), 10)
(('125', '91', '175'), 10)
(('142', '142', '3'), 10)
(('125', '54', '45'), 10)
(('33', '33', '199'), 10)
(('220', '197', '220'), 10)
(('168', '102', '221'), 10)
(('64', '183', '5'), 10)
(('6', '125', '45'), 10)
(('174', '102', '221'), 10)
(('6', '102', '168'), 10)
(('120', '175', '6'), 10)
(('175', '174', '3'), 10)
(('33', '140', '33'), 10)
(('221', '120', '114'), 10)
(('195', '85', '85'), 10)
(('91', '10', '10'), 10)
(('91', '45', '6'), 10)
(('5', '33', '125'), 10)
(('197', '195', '3'), 10)
(('6', '91', '11'), 10)
(('196', '5', '197'), 10)
(('200', '33', '175'), 10)
(('91', '11', '45'), 10)
(('120', '57', '175'), 10)
(('118', '118', '6'), 10)
(('265', '78', '240'), 10)
(('42', '42', '221'), 10)
(('6', '6', '201'), 10)
(('7', '3', '175'), 10)
(('140', '197', '91'), 10)
(('4', '195', '78'), 10)
(('6', '3', '91'), 10)
(('7', '120', '3'), 10)
(('5', '3', '125'), 10)
(('192', '140', '140'), 10)
(('195', '85', '196'), 10)
(('6', '54', '175'), 10)
(('54', '221', '221'), 10)
(('175', '45', '5'), 10)
(('240', '240', '118'), 10)
(('91', '91', '195'), 10)
(('33', '3', '5'), 9)
(('6', '6', '12'), 9)
(('6', '91', '168'), 9)
(('4', '5', '195'), 9)
(('221', '197', '4'), 9)
(('192', '197', '192'), 9)
(('120', '7', '42'), 9)
(('140', '78', '140'), 9)
(('4', '140', '120'), 9)
(('192', '33', '3'), 9)
(('3', '265', '240'), 9)
(('174', '11', '11'), 9)
(('6', '7', '120'), 9)
(('4', '33', '78'), 9)
(('120', '7', '7'), 9)
(('4', '220', '195'), 9)
(('125', '125', '122'), 9)
(('91', '4', '3'), 9)
(('118', '6', '118'), 9)
(('3', '91', '140'), 9)
(('78', '5', '4'), 9)
(('221', '5', '197'), 9)
(('196', '4', '78'), 9)
(('118', '38', '197'), 9)
(('226', '85', '195'), 9)
(('38', '10', '38'), 9)
(('240', '240', '13'), 9)
(('102', '42', '120'), 9)
(('180', '180', '91'), 9)
(('192', '140', '5'), 9)
(('5', '5', '240'), 9)
(('202', '200', '195'), 9)
(('33', '265', '168'), 9)
(('91', '195', '192'), 9)
(('195', '226', '85'), 9)
(('240', '265', '140'), 9)
(('3', '45', '168'), 9)
(('38', '197', '6'), 9)
(('196', '196', '240'), 9)
(('102', '168', '6'), 9)
(('4', '3', '320'), 9)
(('4', '4', '174'), 9)
(('229', '195', '226'), 9)
(('174', '3', '3'), 9)
(('5', '33', '192'), 9)
(('168', '54', '3'), 9)
(('3', '91', '33'), 9)
(('195', '220', '220'), 9)
(('120', '5', '114'), 9)
(('192', '192', '197'), 9)
(('6', '168', '78'), 9)
(('125', '125', '102'), 9)
(('125', '91', '268'), 9)
(('197', '192', '174'), 9)
(('42', '4', '168'), 9)
(('102', '102', '91'), 9)
(('221', '102', '168'), 9)
(('201', '202', '168'), 9)
(('196', '220', '195'), 9)
(('122', '5', '5'), 9)
(('45', '102', '102'), 9)
(('197', '195', '197'), 9)
(('201', '102', '174'), 9)
(('3', '3', '63'), 9)
(('102', '6', '168'), 9)
(('114', '4', '120'), 9)
(('265', '4', '168'), 9)
(('141', '141', '33'), 9)
(('5', '60', '197'), 9)
(('195', '91', '6'), 9)
(('195', '4', '125'), 9)
(('60', '197', '192'), 9)
(('197', '221', '195'), 9)
(('4', '168', '265'), 9)
(('180', '240', '180'), 9)
(('45', '54', '197'), 9)
(('33', '5', '141'), 9)
(('301', '6', '301'), 9)
(('102', '265', '3'), 9)
(('78', '168', '265'), 9)
(('140', '3', '5'), 9)
(('91', '197', '91'), 9)
(('195', '197', '192'), 9)
(('196', '196', '6'), 9)
(('168', '33', '4'), 9)
(('5', '3', '192'), 9)
(('10', '118', '6'), 9)
(('6', '4', '120'), 9)
(('175', '175', '54'), 9)
(('140', '5', '140'), 9)
(('265', '33', '39'), 9)
(('220', '195', '4'), 9)
(('240', '195', '195'), 9)
(('221', '3', '6'), 9)
(('5', '91', '3'), 9)
(('265', '168', '240'), 9)
(('195', '42', '6'), 9)
(('197', '6', '195'), 9)
(('4', '6', '33'), 9)
(('125', '3', '140'), 9)
(('33', '39', '5'), 9)
(('168', '78', '78'), 9)
(('6', '168', '240'), 9)
(('102', '78', '240'), 9)
(('91', '197', '6'), 9)
(('45', '6', '196'), 9)
(('102', '4', '6'), 9)
(('195', '221', '5'), 9)
(('195', '4', '5'), 9)
(('4', '3', '6'), 9)
(('54', '3', '175'), 9)
(('122', '168', '146'), 9)
(('5', '91', '6'), 9)
(('240', '240', '192'), 9)
(('54', '3', '6'), 9)
(('3', '4', '78'), 9)
(('7', '195', '195'), 9)
(('5', '195', '45'), 9)
(('3', '5', '45'), 9)
(('39', '5', '4'), 9)
(('54', '195', '3'), 9)
(('174', '13', '175'), 9)
(('6', '118', '6'), 9)
(('5', '197', '33'), 9)
(('45', '45', '65'), 9)
(('120', '63', '120'), 9)
(('85', '174', '174'), 9)
(('125', '240', '91'), 9)
(('197', '54', '197'), 9)
(('168', '240', '102'), 9)
(('197', '5', '195'), 9)
(('196', '3', '6'), 9)
(('45', '6', '3'), 9)
(('54', '175', '120'), 9)
(('5', '33', '195'), 9)
(('54', '5', '54'), 9)
(('221', '11', '11'), 9)
(('91', '268', '45'), 9)
(('91', '33', '6'), 9)
(('174', '33', '5'), 9)
(('54', '309', '309'), 9)
(('192', '192', '91'), 9)
(('7', '175', '195'), 9)
(('265', '168', '292'), 9)
(('196', '19', '19'), 9)
(('91', '195', '91'), 9)
(('240', '78', '4'), 9)
(('13', '30', '4'), 9)
(('6', '85', '195'), 9)
(('7', '119', '175'), 9)
(('4', '220', '220'), 9)
(('6', '6', '174'), 9)
(('4', '3', '175'), 9)
(('4', '265', '3'), 9)
(('195', '3', '192'), 9)
(('42', '6', '3'), 9)
(('33', '33', '91'), 9)
(('197', '91', '91'), 9)
(('175', '175', '221'), 9)
(('196', '196', '4'), 9)
(('42', '168', '4'), 9)
(('5', '13', '195'), 9)
(('6', '4', '240'), 9)
(('265', '78', '5'), 8)
(('140', '195', '6'), 8)
(('63', '175', '195'), 8)
(('4', '102', '240'), 8)
(('4', '221', '4'), 8)
(('5', '196', '78'), 8)
(('168', '168', '119'), 8)
(('63', '5', '63'), 8)
(('175', '54', '3'), 8)
(('120', '3', '195'), 8)
(('240', '91', '6'), 8)
(('7', '195', '42'), 8)
(('195', '5', '175'), 8)
(('195', '5', '33'), 8)
(('33', '195', '78'), 8)
(('102', '91', '102'), 8)
(('168', '146', '5'), 8)
(('141', '141', '196'), 8)
(('265', '3', '4'), 8)
(('174', '54', '197'), 8)
(('6', '301', '301'), 8)
(('240', '197', '78'), 8)
(('192', '3', '4'), 8)
(('174', '175', '3'), 8)
(('4', '42', '168'), 8)
(('97', '11', '45'), 8)
(('199', '213', '5'), 8)
(('5', '6', '78'), 8)
(('221', '160', '159'), 8)
(('192', '4', '3'), 8)
(('122', '168', '168'), 8)
(('3', '240', '102'), 8)
(('195', '33', '3'), 8)
(('265', '240', '168'), 8)
(('78', '265', '5'), 8)
(('201', '195', '5'), 8)
(('3', '195', '331'), 8)
(('4', '120', '174'), 8)
(('221', '140', '27'), 8)
(('174', '45', '3'), 8)
(('13', '168', '102'), 8)
(('6', '91', '140'), 8)
(('163', '3', '3'), 8)
(('7', '175', '5'), 8)
(('3', '3', '240'), 8)
(('213', '5', '63'), 8)
(('3', '102', '78'), 8)
(('265', '5', '3'), 8)
(('221', '197', '45'), 8)
(('192', '125', '3'), 8)
(('125', '125', '146'), 8)
(('120', '140', '4'), 8)
(('6', '175', '195'), 8)
(('197', '4', '3'), 8)
(('221', '220', '196'), 8)
(('159', '159', '45'), 8)
(('4', '91', '6'), 8)
(('120', '4', '120'), 8)
(('54', '195', '5'), 8)
(('228', '94', '6'), 8)
(('114', '63', '5'), 8)
(('3', '308', '3'), 8)
(('175', '63', '175'), 8)
(('7', '6', '174'), 8)
(('40', '196', '195'), 8)
(('7', '209', '211'), 8)
(('141', '195', '195'), 8)
(('197', '91', '195'), 8)
(('221', '195', '221'), 8)
(('175', '175', '201'), 8)
(('85', '78', '196'), 8)
(('174', '175', '120'), 8)
(('42', '42', '160'), 8)
(('195', '45', '140'), 8)
(('195', '168', '4'), 8)
(('192', '3', '192'), 8)
(('221', '221', '160'), 8)
(('102', '6', '91'), 8)
(('119', '168', '168'), 8)
(('201', '202', '201'), 8)
(('159', '78', '5'), 8)
(('4', '6', '7'), 8)
(('240', '240', '331'), 8)
(('192', '6', '174'), 8)
(('63', '175', '175'), 8)
(('54', '6', '91'), 8)
(('3', '120', '4'), 8)
(('191', '45', '175'), 8)
(('265', '19', '4'), 8)
(('63', '63', '5'), 8)
(('78', '78', '45'), 8)
(('5', '221', '4'), 8)
(('195', '42', '42'), 8)
(('3', '45', '33'), 8)
(('3', '3', '180'), 8)
(('6', '13', '5'), 8)
(('5', '196', '196'), 8)
(('120', '7', '120'), 8)
(('125', '5', '192'), 8)
(('5', '27', '174'), 8)
(('120', '114', '221'), 8)
(('45', '42', '120'), 8)
(('120', '42', '120'), 8)
(('45', '195', '175'), 8)
(('6', '5', '91'), 8)
(('78', '91', '6'), 8)
(('33', '5', '27'), 8)
(('4', '5', '4'), 8)
(('78', '265', '4'), 8)
(('33', '192', '5'), 8)
(('231', '228', '94'), 8)
(('10', '10', '4'), 8)
(('4', '5', '6'), 8)
(('54', '192', '4'), 8)
(('3', '4', '240'), 8)
(('63', '63', '221'), 8)
(('146', '168', '5'), 8)
(('6', '27', '174'), 8)
(('102', '4', '78'), 8)
(('265', '5', '5'), 8)
(('120', '3', '42'), 8)
(('5', '168', '146'), 8)
(('6', '191', '192'), 8)
(('19', '4', '265'), 8)
(('175', '7', '54'), 8)
(('125', '91', '240'), 8)
(('307', '175', '5'), 8)
(('45', '4', '91'), 8)
(('240', '13', '78'), 8)
(('240', '4', '265'), 8)
(('197', '221', '4'), 8)
(('13', '142', '3'), 8)
(('13', '102', '13'), 8)
(('6', '141', '6'), 8)
(('5', '195', '196'), 8)
(('240', '102', '240'), 8)
(('102', '33', '5'), 8)
(('120', '174', '7'), 8)
(('3', '309', '3'), 8)
(('191', '122', '155'), 8)
(('175', '3', '6'), 8)
(('195', '120', '120'), 8)
(('140', '140', '63'), 8)
(('78', '42', '42'), 8)
(('4', '192', '91'), 8)
(('102', '102', '197'), 8)
(('120', '7', '209'), 8)
(('6', '54', '5'), 8)
(('195', '175', '3'), 8)
(('142', '3', '78'), 8)
(('4', '19', '3'), 8)
(('13', '13', '102'), 8)
(('4', '6', '195'), 8)
(('6', '91', '7'), 8)
(('4', '91', '192'), 8)
(('125', '3', '125'), 8)
(('159', '45', '45'), 8)
(('140', '240', '240'), 8)
(('42', '174', '174'), 8)
(('192', '91', '4'), 8)
(('3', '5', '192'), 8)
(('3', '4', '19'), 8)
(('5', '5', '13'), 8)
(('3', '168', '45'), 8)
(('268', '4', '268'), 8)
(('220', '4', '220'), 8)
(('5', '192', '33'), 8)
(('5', '33', '175'), 8)
(('168', '168', '45'), 8)
(('5', '91', '192'), 8)
(('3', '320', '231'), 8)
(('141', '33', '195'), 8)
(('122', '155', '157'), 8)
(('320', '231', '228'), 8)
(('91', '5', '45'), 8)
(('78', '195', '78'), 8)
(('78', '13', '5'), 8)
(('311', '78', '196'), 8)
(('4', '120', '120'), 8)
(('202', '201', '202'), 8)
(('3', '168', '240'), 8)
(('174', '174', '120'), 8)
(('6', '265', '4'), 8)
(('200', '195', '195'), 8)
(('63', '6', '27'), 8)
(('114', '221', '6'), 8)
(('197', '221', '197'), 8)
(('221', '102', '265'), 8)
(('54', '45', '3'), 8)
(('265', '19', '3'), 8)
(('13', '33', '5'), 8)
(('6', '5', '141'), 8)
(('180', '78', '240'), 8)
(('120', '120', '120'), 8)
(('197', '197', '195'), 8)
(('311', '78', '78'), 8)
(('192', '125', '91'), 8)
(('3', '63', '3'), 8)
(('197', '4', '240'), 8)
(('3', '5', '120'), 8)
(('7', '142', '3'), 8)
(('140', '63', '6'), 8)
(('33', '125', '5'), 8)
(('54', '54', '174'), 8)
(('3', '146', '146'), 8)
(('240', '221', '240'), 8)
(('3', '10', '221'), 8)
(('45', '120', '7'), 8)
(('159', '159', '78'), 8)
(('220', '220', '196'), 8)
(('3', '4', '42'), 7)
(('45', '5', '6'), 7)
(('199', '5', '63'), 7)
(('91', '3', '5'), 7)
(('168', '13', '102'), 7)
(('45', '5', '221'), 7)
(('54', '5', '197'), 7)
(('33', '45', '33'), 7)
(('6', '6', '10'), 7)
(('195', '33', '45'), 7)
(('6', '195', '220'), 7)
(('220', '220', '197'), 7)
(('221', '5', '221'), 7)
(('6', '220', '6'), 7)
(('175', '221', '175'), 7)
(('308', '3', '308'), 7)
(('191', '192', '6'), 7)
(('4', '4', '142'), 7)
(('120', '4', '3'), 7)
(('195', '4', '175'), 7)
(('5', '120', '120'), 7)
(('197', '140', '140'), 7)
(('221', '78', '78'), 7)
(('54', '85', '196'), 7)
(('13', '13', '5'), 7)
(('65', '174', '191'), 7)
(('174', '195', '33'), 7)
(('19', '19', '221'), 7)
(('45', '141', '195'), 7)
(('4', '125', '125'), 7)
(('5', '220', '3'), 7)
(('6', '120', '7'), 7)
(('195', '120', '195'), 7)
(('195', '6', '175'), 7)
(('221', '265', '221'), 7)
(('192', '125', '195'), 7)
(('6', '199', '122'), 7)
(('54', '168', '265'), 7)
(('3', '195', '220'), 7)
(('3', '240', '265'), 7)
(('4', '142', '142'), 7)
(('45', '45', '102'), 7)
(('158', '331', '4'), 7)
(('196', '5', '196'), 7)
(('4', '4', '33'), 7)
(('6', '300', '298'), 7)
(('331', '265', '240'), 7)
(('78', '240', '5'), 7)
(('7', '175', '174'), 7)
(('33', '3', '4'), 7)
(('7', '3', '7'), 7)
(('309', '265', '309'), 7)
(('33', '45', '5'), 7)
(('114', '120', '4'), 7)
(('3', '3', '220'), 7)
(('60', '5', '197'), 7)
(('292', '292', '3'), 7)
(('3', '122', '168'), 7)
(('168', '265', '146'), 7)
(('4', '240', '6'), 7)
(('309', '3', '309'), 7)
(('96', '97', '11'), 7)
(('4', '221', '240'), 7)
(('91', '91', '45'), 7)
(('197', '192', '33'), 7)
(('125', '91', '3'), 7)
(('192', '6', '289'), 7)
(('140', '3', '54'), 7)
(('33', '4', '6'), 7)
(('197', '33', '33'), 7)
(('125', '91', '102'), 7)
(('3', '78', '140'), 7)
(('3', '3', '13'), 7)
(('3', '114', '114'), 7)
(('4', '120', '7'), 7)
(('196', '194', '197'), 7)
(('42', '3', '3'), 7)
(('221', '3', '4'), 7)
(('195', '201', '102'), 7)
(('141', '141', '195'), 7)
(('168', '122', '168'), 7)
(('33', '195', '6'), 7)
(('175', '201', '195'), 7)
(('174', '120', '6'), 7)
(('91', '6', '13'), 7)
(('3', '42', '42'), 7)
(('6', '7', '7'), 7)
(('78', '13', '78'), 7)
(('3', '221', '33'), 7)
(('4', '265', '240'), 7)
(('63', '3', '3'), 7)
(('63', '120', '5'), 7)
(('39', '12', '39'), 7)
(('196', '5', '6'), 7)
(('91', '192', '192'), 7)
(('175', '3', '45'), 7)
(('5', '240', '240'), 7)
(('289', '11', '45'), 7)
(('194', '197', '78'), 7)
(('197', '196', '194'), 7)
(('195', '175', '120'), 7)
(('240', '240', '220'), 7)
(('3', '197', '5'), 7)
(('5', '5', '174'), 7)
(('168', '168', '331'), 7)
(('308', '7', '308'), 7)
(('220', '118', '6'), 7)
(('180', '192', '91'), 7)
(('295', '301', '301'), 7)
(('6', '96', '97'), 7)
(('6', '5', '42'), 7)
(('192', '6', '42'), 7)
(('168', '3', '45'), 7)
(('6', '91', '13'), 7)
(('78', '78', '102'), 7)
(('265', '265', '5'), 7)
(('102', '3', '7'), 7)
(('114', '195', '42'), 7)
(('33', '3', '45'), 7)
(('91', '5', '4'), 7)
(('78', '6', '195'), 7)
(('168', '4', '42'), 7)
(('308', '308', '308'), 7)
(('125', '5', '6'), 7)
(('6', '289', '11'), 7)
(('221', '195', '3'), 7)
(('140', '5', '3'), 7)
(('3', '3', '114'), 7)
(('13', '5', '3'), 7)
(('192', '78', '78'), 7)
(('159', '192', '125'), 7)
(('175', '4', '3'), 7)
(('122', '33', '195'), 7)
(('311', '78', '265'), 7)
(('4', '197', '5'), 7)
(('3', '122', '5'), 7)
(('78', '240', '219'), 7)
(('85', '78', '78'), 7)
(('141', '45', '6'), 7)
(('54', '140', '195'), 7)
(('174', '13', '33'), 7)
(('120', '6', '142'), 7)
(('196', '195', '6'), 7)
(('240', '220', '220'), 7)
(('175', '5', '197'), 7)
(('45', '4', '45'), 7)
(('45', '65', '174'), 7)
(('4', '240', '331'), 7)
(('221', '175', '5'), 7)
(('102', '201', '202'), 7)
(('6', '125', '33'), 7)
(('3', '114', '42'), 7)
(('11', '11', '33'), 7)
(('54', '3', '54'), 7)
(('331', '4', '331'), 7)
(('120', '6', '54'), 7)
(('91', '175', '5'), 7)
(('197', '5', '91'), 7)
(('199', '122', '33'), 7)
(('197', '6', '4'), 7)
(('119', '175', '175'), 7)
(('5', '45', '221'), 7)
(('5', '63', '175'), 7)
(('4', '195', '4'), 7)
(('33', '125', '3'), 7)
(('78', '5', '33'), 7)
(('33', '196', '3'), 7)
(('54', '54', '221'), 7)
(('195', '91', '91'), 7)
(('5', '197', '196'), 7)
(('197', '6', '197'), 7)
(('174', '13', '195'), 7)
(('91', '6', '197'), 7)
(('174', '122', '45'), 7)
(('174', '33', '102'), 7)
(('5', '6', '168'), 7)
(('125', '91', '78'), 7)
(('3', '197', '195'), 7)
(('122', '33', '5'), 7)
(('5', '91', '78'), 7)
(('192', '6', '96'), 7)
(('91', '155', '157'), 7)
(('311', '78', '33'), 7)
(('197', '192', '13'), 7)
(('6', '91', '120'), 7)
(('54', '54', '85'), 7)
(('6', '196', '5'), 7)
(('91', '3', '195'), 7)
(('125', '91', '6'), 7)
(('45', '13', '5'), 7)
(('240', '168', '146'), 7)
(('40', '195', '196'), 7)
(('4', '195', '3'), 7)
(('175', '5', '5'), 7)
(('265', '292', '3'), 7)
(('195', '196', '220'), 7)
(('4', '5', '3'), 7)
(('176', '3', '176'), 7)
(('143', '3', '3'), 7)
(('195', '120', '5'), 7)
(('240', '168', '54'), 7)
(('114', '3', '6'), 7)
(('6', '10', '5'), 7)
(('54', '195', '199'), 7)
(('140', '3', '240'), 7)
(('331', '5', '3'), 7)
(('175', '5', '33'), 7)
(('4', '3', '45'), 7)
(('292', '265', '292'), 7)
(('6', '4', '102'), 7)
(('102', '195', '5'), 7)
(('196', '5', '220'), 7)
(('118', '221', '6'), 7)
(('266', '102', '102'), 7)
(('5', '141', '5'), 7)
(('160', '159', '192'), 7)
(('4', '4', '308'), 7)
(('168', '5', '5'), 7)
(('78', '140', '140'), 7)
(('3', '33', '192'), 7)
(('6', '6', '196'), 6)
(('141', '6', '141'), 6)
(('125', '240', '240'), 6)
(('168', '78', '240'), 6)
(('78', '78', '221'), 6)
(('66', '20', '33'), 6)
(('180', '180', '6'), 6)
